period,cluster,cluster_deaths,n_counties
2020_2022,48CS002,421,1
2020_2022,48CS003,284,3
2020_2022,48CS004,664,2
2020_2022,48CS005,296,3
2020_2022,48CS006,338,2
2020_2022,48CS007,629,3
2020_2022,48CS008,508,2
2020_2022,48CS009,227,3
2020_2022,48CS010,1192,1
2020_2022,48CS011,6932,2
2020_2022,48CS012,377,3
2020_2022,48CS013,800,4
2020_2022,48CS014,1115,1
2020_2022,48CS015,882,4
2020_2022,48CS016,331,3
2020_2022,48CS017,485,3
2020_2022,48CS018,337,5
2020_2022,48CS019,1498,1
2020_2022,48CS020,498,2
2020_2022,48CS021,541,2
2020_2022,48CS022,364,3
2020_2022,48CS023,2274,1
2020_2022,48CS024,645,1
2020_2022,48CS025,271,3
2020_2022,48CS026,236,1
2020_2022,48CS027,213,4
2020_2022,48CS028,263,4
2020_2022,48CS029,7480,1
2020_2022,48CS030,1944,1
2020_2022,48CS031,314,3
2020_2022,48CS032,365,5
2020_2022,48CS033,366,17
2020_2022,48CS034,583,1
2020_2022,48CS035,701,1
2020_2022,48CS036,2830,1
2020_2022,48CS037,296,3
2020_2022,48CS038,606,3
2020_2022,48CS039,1869,2
2020_2022,48CS040,579,4
2020_2022,48CS041,447,4
2020_2022,48CS042,326,7
2020_2022,48CS043,1312,1
2020_2022,48CS044,656,1
2020_2022,48CS045,649,1
2020_2022,48CS046,555,1
2020_2022,48CS047,696,2
2020_2022,48CS048,12746,1
2020_2022,48CS049,540,2
2020_2022,48CS050,615,1
2020_2022,48CS051,520,1
2020_2022,48CS052,2421,1
2020_2022,48CS053,968,2
2020_2022,48CS054,773,6
2020_2022,48CS055,794,2
2020_2022,48CS056,628,4
2020_2022,48CS057,414,3
2020_2022,48CS058,301,2
2020_2022,48CS059,1166,1
2020_2022,48CS060,669,1
2020_2022,48CS061,454,1
2020_2022,48CS062,226,3
2020_2022,48CS063,550,5
2020_2022,48CS064,1275,1
2020_2022,48CS065,437,3
2020_2022,48CS066,1038,1
2020_2022,48CS067,626,18
2020_2022,48CS068,534,1
2020_2022,48CS069,1882,1
2020_2022,48CS070,250,8
2020_2022,48CS071,289,7
2020_2022,48CS072,1457,1
2020_2022,48CS073,654,3
2020_2022,48CS074,600,1
2020_2022,48CS075,420,2
2020_2022,48CS076,543,1
2020_2022,48CS077,290,1
2020_2022,48CS078,388,8
2020_2022,48CS079,662,5
2020_2022,48CS080,984,1
2020_2022,48CS081,248,1
2020_2022,48CS082,6269,1
2020_2022,48CS083,647,1
2020_2022,48CS084,479,1
2020_2022,48CS085,2688,1
2020_2022,48CS086,391,1
2020_2022,48CS087,720,1
2020_2022,48CS088,385,7
2020_2022,48CS089,329,12
2020_2022,48CS090,1492,1
2020_2022,49CS001,240,3
2020_2022,49CS002,459,3
2020_2022,49CS003,286,4
2020_2022,49CS004,830,1
2020_2022,49CS005,307,3
2020_2022,49CS006,175,3
2020_2022,49CS007,3133,1
2020_2022,49CS008,1265,1
2020_2022,49CS009,631,1
2020_2022,49CS010,298,8
2020_2022,49CS011,766,1
2020_2022,50CS001,613,2
2020_2022,50CS002,395,2
2020_2022,50CS003,306,3
2020_2022,50CS004,237,2
2020_2022,50CS005,456,3
2020_2022,50CS006,265,1
2020_2022,50CS007,250,1
2020_2022,51CS001,277,2
2020_2022,51CS002,750,3
2020_2022,51CS003,334,1
2020_2022,51CS004,364,5
2020_2022,51CS005,355,4
2020_2022,51CS006,604,3
2020_2022,51CS007,352,2
2020_2022,51CS008,403,1
2020_2022,51CS009,816,3
2020_2022,51CS010,413,1
2020_2022,51CS011,421,3
2020_2022,51CS012,708,4
2020_2022,51CS013,285,4
2020_2022,51CS014,338,3
2020_2022,51CS015,1553,4
2020_2022,51CS016,874,1
2020_2022,51CS017,1440,3
2020_2022,51CS018,509,3
2020_2022,51CS019,957,4
2020_2022,51CS020,295,3
2020_2022,51CS021,382,2
2020_2022,51CS022,2454,2
2020_2022,51CS023,493,3
2020_2022,51CS024,471,2
2020_2022,51CS025,432,2
2020_2022,51CS026,678,2
2020_2022,51CS027,505,1
2020_2022,51CS028,565,3
2020_2022,51CS029,375,1
2020_2022,51CS030,649,7
2020_2022,51CS031,525,4
2020_2022,51CS032,722,1
2020_2022,51CS033,377,2
2020_2022,51CS035,852,1
2020_2022,51CS036,392,2
2020_2022,51CS037,670,1
2020_2022,51CS038,514,1
2020_2022,51CS039,275,2
2020_2022,51CS040,1057,1
2020_2022,51CS041,233,2
2020_2022,51CS042,817,1
2020_2022,51CS043,568,1
2020_2022,51CS044,523,1
2020_2022,51CS045,536,5
2020_2022,51CS046,508,1
2020_2022,51CS047,368,1
2020_2022,51CS048,394,1
2020_2022,51CS049,1518,1
2020_2022,51CS050,440,2
2020_2022,51CS051,466,5
2020_2022,51CS052,911,1
2020_2022,53CS001,380,2
2020_2022,53CS002,229,3
2020_2022,53CS003,900,2
2020_2022,53CS004,481,2
2020_2022,53CS005,617,2
2020_2022,53CS006,1676,1
2020_2022,53CS007,300,2
2020_2022,53CS008,660,4
2020_2022,53CS009,330,2
2020_2022,53CS010,385,4
2020_2022,53CS011,819,3
2020_2022,53CS012,342,1
2020_2022,53CS013,5727,1
2020_2022,53CS014,1010,1
2020_2022,53CS015,386,1
2020_2022,53CS016,3058,1
2020_2022,53CS017,600,2
2020_2022,53CS018,2544,1
2020_2022,53CS019,2024,1
2020_2022,53CS020,1099,1
2020_2022,53CS021,762,1
2020_2022,53CS022,969,1
2020_2022,54CS001,356,4
2020_2022,54CS002,894,3
2020_2022,54CS003,638,2
2020_2022,54CS004,368,4
2020_2022,54CS005,338,2
2020_2022,54CS006,823,2
2020_2022,54CS007,587,4
2020_2022,54CS008,402,3
2020_2022,54CS009,451,5
2020_2022,54CS010,512,2
2020_2022,54CS011,476,5
2020_2022,54CS012,1141,1
2020_2022,54CS013,544,3
2020_2022,54CS014,284,1
2020_2022,54CS015,444,2
2020_2022,54CS016,304,2
2020_2022,54CS017,408,1
2020_2022,54CS018,473,2
2020_2022,54CS019,255,1
2020_2022,54CS020,307,5
2020_2022,54CS021,466,1
2020_2022,55CS001,601,4
2020_2022,55CS002,407,4
2020_2022,55CS003,435,3
2020_2022,55CS004,933,1
2020_2022,55CS005,289,4
2020_2022,55CS006,292,2
2020_2022,55CS007,821,2
2020_2022,55CS008,324,2
2020_2022,55CS009,231,2
2020_2022,55CS010,222,1
2020_2022,55CS011,382,3
2020_2022,55CS012,1470,1
2020_2022,55CS013,422,1
2020_2022,55CS014,628,3
2020_2022,55CS015,507,2
2020_2022,55CS016,461,4
2020_2022,55CS017,471,1
2020_2022,55CS018,307,3
2020_2022,55CS019,298,3
2020_2022,55CS020,351,3
2020_2022,55CS021,315,1
2020_2022,55CS022,626,1
2020_2022,55CS023,449,1
2020_2022,55CS024,518,4
2020_2022,55CS025,544,1
2020_2022,55CS026,3657,1
2020_2022,55CS027,628,1
2020_2022,55CS028,356,1
2020_2022,55CS029,417,2
2020_2022,55CS030,241,1
2020_2022,55CS031,811,1
2020_2022,55CS032,708,1
2020_2022,55CS033,280,1
2020_2022,55CS034,481,1
2020_2022,55CS035,410,1
2020_2022,55CS036,532,1
2020_2022,55CS037,1519,1
2020_2022,55CS038,275,1
2020_2022,55CS039,389,1
2020_2022,56CS001,295,4
2020_2022,56CS002,360,4
2020_2022,56CS003,425,1
2020_2022,56CS004,341,1
2020_2022,56CS005,380,5
2020_2022,56CS006,319,6
2020_2022,56CS007,217,2
2020_2022,NA,109,3
